number,year,island,year.island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness,PC1,PC2,PC3
92,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,26,6.01,3.86,5.38,3.49,6.53,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.290699636,-1.781677501,0.142093603
93,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,27,5.39,2.65,4.33,5.56,8.88,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,1.068681181,0.616319423,0.096442141
94,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,28,7.16,3.77,5.84,3.45,7.99,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.980798671,-1.759682812,-0.585072193
95,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,29,5.38,3.79,5.32,4.57,7.8,0,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.231740375,-1.09361275,0.744868267
96,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,30,6.37,5.13,6.05,5.64,10.02,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-2.446344259,-1.555698633,1.603105634
97,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,31,9.39,4.06,6.31,6.65,12.24,1,30,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-3.253673183,0.044113178,-0.661031397
98,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,32,6.47,3.53,5.38,4.48,9.64,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.477650743,-0.885442485,-0.098891926
99,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,33,6.1,3.92,5.63,5.17,9.83,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.988428186,-0.842214026,0.623425818
100,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,34,5.82,4.86,5.36,5.43,11.66,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-1.489371967,-1.360667292,1.632266997
101,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,36,5.98,3.71,5.71,5.56,11.75,1,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.936363654,-0.467663652,0.627975734
102,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,37,5.91,3.81,4.46,6.5,11.35,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.373388967,0.31488592,1.035856621
103,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,40,6.67,4.82,5.47,5.64,10.68,0,20,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-1.924817391,-1.164651317,1.188644598
104,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,41,4.32,3.88,4.6,5.72,10.68,1,70,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,0.308926645,-0.365534585,1.745731208
105,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,42,6.14,3.97,4.86,5.65,9.47,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.639280067,-0.406386948,0.790591582
106,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,43,6.06,2.9,4.39,3.76,6.96,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,1.044477987,-0.650737882,-0.587612456
107,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,44,5.82,3.25,5.13,5.86,9.45,1,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,-0.196322564,0.190313707,0.430538937
108,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,45,5.55,3.32,4.88,4.11,7.38,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,0.490097431,-0.904811793,0.135787034
109,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,46,4.84,3.58,4.98,4.43,8.09,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Emery,NA,NA,0.415201673,-0.98035086,0.833874654
110,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,47,6.44,3.83,5.45,5.37,10.4,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.981562834,-0.584592021,0.42114922
111,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,48,5.73,3.51,5,6.36,12.41,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.40483631,0.322564921,0.840702152
112,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,49,5.89,3.71,4.65,6.53,11.55,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.426775474,0.365309107,0.970688979
113,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,52,7.57,4.07,6.02,5.69,11.5,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-2.090412073,-0.619920783,0.079859244
114,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,54,6.18,3.54,5.41,5.71,9.45,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.716402562,-0.162296839,0.424126749
115,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,55,5.34,3.12,4.46,5.35,10.04,1,30,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.689929248,0.093568923,0.449746427
116,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,56,4.93,2.73,4.49,4.99,9.49,1,60,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,1.22835112,0.13416704,0.25030245
117,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,57,5.12,3.61,5.44,6.29,11.83,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.526380925,0.058896035,1.23475489
118,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,58,6.52,2.98,4.49,5.29,10,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.328239003,0.241581667,-0.335706313
119,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,59,4.85,3.53,4.64,4.48,9.24,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.671023861,-0.833093288,0.805721928
120,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,61,4.8,3.52,5.24,6.65,13.04,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.287670333,0.372420637,1.443695938
121,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,62,4.69,3.02,4.35,4.08,8.32,0,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,1.434860074,-0.634452954,0.361488234
122,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,63,4.63,3.25,4.7,5.87,11.2,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.566578922,0.209076327,1.096517078
123,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,64,6.14,3.61,5.03,4.66,10.36,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.215942598,-0.779717924,0.205796594
124,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,65,5.2,3.34,5.23,5.69,10.88,0,60,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.045567424,-0.050667264,0.79722982
125,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,66,6.43,4.09,5.7,6.68,11.19,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-1.697221052,-0.033667201,1.016061763
126,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,67,5.92,3.32,4.82,5.75,11.28,0,50,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.047451617,0.146599457,0.405137385
127,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,69,4.85,2.59,4.14,4.16,6.76,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,1.828643836,-0.196409282,-0.056121164
128,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,70,3.59,3.15,4.1,4.84,8.02,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,1.739498638,-0.287362336,1.299137034
129,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,71,5.83,2.93,5.44,5.9,11.85,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.176288851,0.390284329,0.168635638
130,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,72,5.36,3.48,4.61,5.03,9.07,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.384107786,-0.412268757,0.641601165
131,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,73,3.67,2.42,3.7,5.67,8.65,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,2.330290089,0.880496334,0.896897641
132,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,74,6.96,4.92,6.86,4.9,9.01,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-2.878844613,-1.993210386,0.880170319
133,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,75,6.84,3.95,5.14,5.13,9.27,0,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.955456265,-0.725268359,0.233682332
134,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,77,3.64,2.05,3.32,4.48,9.85,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,3.204870153,0.514567493,0.269548272
135,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,79,4.27,2.16,4.16,4.76,7.55,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,2.218578827,0.456865791,0.082465811
136,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,81,9.14,6.33,8.08,5.7,11.63,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-5.883308522,-2.701665045,1.054445432
137,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,82,6.11,2.9,5.93,6.73,13.22,0,60,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.820108955,0.833567255,0.222486053
138,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,84,5.87,4.04,5.72,6.34,12.51,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-1.361611098,-0.249698481,1.18600296
139,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,85,6.23,4.19,5.54,5.45,11.49,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-1.260938337,-0.846614361,0.856274321
140,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,86,4.67,3.06,4.89,4.5,8.94,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.928890378,-0.530493543,0.520028448
141,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,88,4.86,3.7,4.67,5.03,9.32,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.369427775,-0.630317104,1.098781903
142,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,90,4.24,3.34,4.88,3.26,6.1,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,1.215657974,-1.538145894,0.631171429
143,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,91,5.42,3.57,5.38,5.02,3.06,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.2370912,-0.658383167,0.670283796
144,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,92,4.93,3.22,5.47,6.13,10.22,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,-0.127526897,0.238584093,0.971404938
145,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,94,5.91,3.53,4.88,4.5,9.56,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.082353949,-0.799420834,0.222609051
146,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,95,4.37,2.83,3.87,3.54,6.74,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,2.181562483,-0.73551429,0.231734036
147,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,96,5.45,2.93,4.92,5.73,9.51,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.376658345,0.376606305,0.336077324
148,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,97,5.59,3.02,4.74,6.42,10.07,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.193504992,0.784124307,0.534251739
149,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,98,5.55,3.57,5.53,3.52,7.92,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,0.004300961,-1.608120219,0.163834621
150,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,99,4.51,2.69,3.92,4.63,5.52,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,1.912684589,0.042495462,0.352650963
151,2017,Isabela,2017_Isabela,AP,2017_Isabela_AP,4,100,5.25,2.5,4.2,5.82,10.7,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Johnson,NA,NA,1.261094029,0.911117697,0.126658929
152,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,12,4.82,3.05,3.88,4.34,7.87,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.615444483,-0.380802531,0.395218144
153,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,14,4.56,2.45,3.72,5.83,10.33,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.899996577,1.015408874,0.475622341
154,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,19,6.1,3.14,4.92,4.97,9.76,0,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.158129764,-0.206311147,-0.069159481
155,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,21,7.34,2.84,5.06,6.03,10.2,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.474631092,0.734138509,-0.698069011
156,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,36,6.27,2.82,5.04,6.31,10.83,0,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.097254122,0.849968512,-0.042111956
157,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,39,4.99,2.75,3.62,4.45,8.56,0,20,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.931025106,-0.011758796,0.088635895
158,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,41,5.6,3.6,4.91,4.31,7.66,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.179846562,-0.99925502,0.396541734
159,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,44,6.86,4.12,4.9,4.22,9.93,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.689580506,-1.36054997,0.103365126
160,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,49,6.61,3.4,5.15,5.2,10.48,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.463729601,-0.279493416,-0.072995043
161,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,69,7.66,3.35,5.46,5.72,10.98,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.189908694,0.084135164,-0.548464671
162,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,74,6.88,2.39,4.69,6.28,11.06,0,30,1,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.24452347,1.284312791,-0.738456008
163,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,75,7.23,3.17,5.61,5.36,11.23,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.889059091,-0.064907913,-0.565041057
164,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,79,6.98,3.47,6.49,6.99,3.28,0,40,1,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.059513671,0.492057576,0.280051681
165,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,89,4.6,2.2,3.7,2.66,6.29,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2.92866591,-0.74027232,-0.667059794
166,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,95,7.86,4.2,4.9,5.73,11.44,0,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.54463495,-0.419090764,0.052258101
167,2017,Floreana,2017_Floreana,CD,2017_Floreana_CD,3,99,7.02,3.72,6,6.73,14.42,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.862932041,0.254625909,0.395313516
168,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,1,6.35,3.14,5.59,3.96,9.03,0,20,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.135357792,-0.963692993,-0.507020078
169,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,2,6.87,4.7,6.34,6.98,14.3,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.863707604,-0.430192209,1.354865568
170,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,3,5.8,3.83,4.15,4.3,10.83,0,20,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.448815275,-0.994276773,0.482326871
171,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,4,8.14,4.51,6.51,7.08,14.77,0,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-3.360808261,-0.170637099,0.522828022
172,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,7,5.72,3.3,4.26,3.81,7.84,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.944829166,-0.921137123,-0.053550424
173,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,8,5.85,3.48,4.84,4.59,10.1,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.148574206,-0.700813957,0.240971582
174,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,9,7.83,3.69,5.83,6.1,14.78,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.875725312,-0.01408992,-0.25680916
175,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,10,6.21,3.29,4.31,4.23,10.47,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.614003971,-0.630762812,-0.212101584
176,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,11,6.26,3.06,8.54,3.73,8.74,0,40,1,NA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.009187594,-1.722263452,-0.626189539
177,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,12,7.09,5.35,6.21,5.92,11.32,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-3.085000386,-1.536416853,1.465475919
178,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,13,7.83,3.51,6.15,8.54,16.51,0,30,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.600753537,1.555478522,0.294598553
179,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,15,8.12,4.37,7.01,6.9,15.04,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-3.541285512,-0.289629363,0.360227878
180,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,16,5.71,2.83,4.21,4.56,8.51,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.149582152,-0.087933616,-0.218896793
181,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,17,5.29,2.4,3.49,3.7,7.12,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,2.371580746,-0.154965381,-0.580776273
182,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,18,8.5,3.71,5.58,7.52,13.1,0,30,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-2.358143477,0.951103992,-0.197891475
183,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,19,6.93,2.74,4.93,6.36,11.58,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.232970299,1.014439291,-0.457155132
184,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,21,6.51,3.57,4.95,5.77,12.17,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.568788877,-0.019908324,0.289485933
185,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,22,4.93,2.85,4.32,4.88,8.28,0,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.281463725,0.013106064,0.319702765
186,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,23,6.79,4.22,5.76,5.5,10.56,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.669805874,-0.848713539,0.583193336
187,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,25,7.24,4.82,6.62,6.21,13.38,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-3.092265139,-1.034137429,1.023772604
188,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,26,5.82,1.86,4.02,5.82,10.69,0,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,1.656426194,1.483279789,-0.714325918
189,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,28,6.71,3.32,4.32,6.45,12.32,0,30,1,NA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-0.199409574,0.748676856,0.176605668
190,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,29,7.45,3.78,6.04,6.15,12.73,0,30,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.953477864,-0.127257702,0.039327939
191,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,30,5.23,3.37,4.45,4.56,9.81,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,0.754947281,-0.590690554,0.489074264
192,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,31,6.93,3.95,5.2,7.11,14.47,0,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-1.554989823,0.488399633,0.754401048
193,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,32,8.19,4.16,6.44,7.03,13.96,0,30,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-3.047776807,0.086200417,0.192801355
194,2017,Floreana,2017_Floreana,CM,2017_Floreana_CM,4,33,8.62,4.76,6.66,6.51,14.48,0,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,-3.696781527,-0.713379114,0.297521982
